text,label,has_arbitration,arbitration_type,features,source,ambiguous,text_length,word_count,arbitration_keyword_count,legal_keyword_count
All claims must be resolved through arbitration conducted by American Arbitration Association in California.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,108,14,2,1
You agree that any legal action may be brought in federal or state court in San Francisco County. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,167,28,0,1
You consent to the exclusive jurisdiction of the courts located in San Francisco County.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,88,14,0,2
Judicial proceedings are available for the resolution of any dispute.,0,False,none,no_arbitration,synthetic,False,69,10,0,3
Any claim shall be resolved exclusively in the courts of Delaware.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,66,11,0,2
Litigation may be pursued in state or federal court as appropriate. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,137,21,0,2
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
These Terms are governed by the laws of New York and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,89,18,0,2
Disputes should first be addressed through informal resolution procedures.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,74,9,0,2
Disputes will be resolved by a single arbitrator appointed under JAMS rules. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,138,22,2,1
Court proceedings are the exclusive remedy for any controversy arising from this agreement. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,140,22,0,4
You agree that all legal matters will be settled by confidential arbitration administered by AAA. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,231,38,2,0
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
Binding arbitration will be the exclusive remedy for any dispute related to this service. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,binding,synthetic,False,168,24,2,4
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
You agree that any legal action may be brought in federal or state court in New York. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,134,26,0,2
The parties may engage in settlement discussions or mediation.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,9,1,1
IMPORTANT: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver",synthetic,False,249,37,2,4
Any claim shall be resolved exclusively in the courts of San Francisco County. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,127,22,0,3
Legal proceedings may be initiated in any court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,144,21,0,3
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of AAA.,1,True,mandatory,provider_specified,synthetic,False,121,20,2,2
You agree that all claims will be settled by mandatory arbitration administered by American Arbitration Association. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,provider_specified,location_specified",synthetic,False,188,29,3,1
Any lawsuit or legal action must be filed in the appropriate court in California.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,81,14,0,1
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
All claims must be resolved through arbitration conducted by International Chamber of Commerce in California. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,243,38,1,1
"You and the Company agree that any claim will be resolved through individual arbitration, and you waive your right to participate in class actions. You waive your right to participate in class action lawsuits.",1,True,mandatory,class_action_waiver,synthetic,False,209,34,2,1
You agree that all controversys will be settled by confidential arbitration administered by ICC. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,168,27,2,1
All claims must be resolved through arbitration conducted by International Chamber of Commerce in New York. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,169,26,1,1
You may choose arbitration or litigation to resolve any controversy.,1,True,optional,"optional_arbitration,choice_available",original,True,68,10,1,2
All claims must be resolved through arbitration conducted by AAA in Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,156,22,2,3
Court proceedings are the exclusive remedy for any controversy arising from this agreement. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,161,23,0,3
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
Any lawsuit or legal action must be filed in the appropriate court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,79,14,0,1
Disputes will be resolved by a single arbitrator appointed under International Chamber of Commerce rules. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,provider_specified,synthetic,False,184,25,2,4
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
Court proceedings are the exclusive remedy for any conflict arising from this agreement. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,158,23,0,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
You agree that any legal action may be brought in federal or state court in New York. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,155,27,0,1
These Terms are governed by the laws of San Francisco County and any disputes will be heard in court. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,171,29,0,2
Court proceedings are the exclusive remedy for any dispute arising from this agreement. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,136,22,0,4
"You and the Company agree that any dispute will be resolved through individual arbitration, and you waive your right to participate in class actions. You waive your right to participate in class action lawsuits.",1,True,mandatory,class_action_waiver,synthetic,False,211,34,2,1
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
You agree to binding arbitration for all conflicts and waive your right to jury trial. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,jury_waiver",synthetic,False,165,25,2,3
Legal proceedings may be initiated in any court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,144,21,0,3
Any controversy arising out of or relating to this User Agreement shall be resolved through confidential arbitration in New York. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,201,33,1,1
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,jury_waiver,location_specified",synthetic,False,173,29,2,1
Legal proceedings may be initiated in any court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,144,21,0,3
You may bring legal action in small claims court or any other court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,164,26,0,3
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,class_action_waiver,synthetic,False,244,34,1,3
Disputes may be resolved through arbitration or court proceedings at the party's option.,1,True,optional,"optional_arbitration,choice_available",original,True,88,13,1,3
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
These Terms are governed by the laws of California and any disputes will be heard in court. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,140,26,0,3
You agree that all conflicts will be settled by binding arbitration administered by International Chamber of Commerce.,1,True,binding,"binding,provider_specified",synthetic,False,118,17,2,0
You agree to binding arbitration for all conflicts and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,86,15,2,0
You consent to the exclusive jurisdiction of the courts located in California. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,148,22,0,2
You agree that any legal action may be brought in federal or state court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,85,16,0,1
These Terms are governed by the laws of California and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,91,17,0,2
Litigation may be pursued in state or federal court as appropriate. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,186,30,0,3
Any lawsuit or legal action must be filed in the appropriate court in California.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,81,14,0,1
You agree to binding arbitration for all legal matters and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,jury_waiver,location_specified",synthetic,False,162,29,2,0
You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver",synthetic,False,159,26,2,1
These Terms are governed by the laws of California and any disputes will be heard in court. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,210,36,0,3
You agree to binding arbitration for all legal matters and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,jury_waiver,location_specified",synthetic,False,241,39,2,3
You agree that all disagreements will be settled by mandatory arbitration administered by AAA. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,class_action_waiver,provider_specified",synthetic,False,156,24,3,0
You consent to the exclusive jurisdiction of the courts located in California.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,78,12,0,2
Judicial proceedings are available for the resolution of any disagreement. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,no_arbitration,synthetic,False,144,20,0,2
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of JAMS. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,194,33,2,2
Judicial proceedings are available for the resolution of any claim.,0,False,none,no_arbitration,synthetic,False,67,10,0,3
Any lawsuit or legal action must be filed in the appropriate court in the state of incorporation. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,146,26,0,2
Binding arbitration will be the exclusive remedy for any disagreement related to this service. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,binding,synthetic,False,173,24,2,3
Binding arbitration will be the exclusive remedy for any legal matter related to this service.,1,True,binding,binding,synthetic,False,94,15,2,0
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of American Arbitration Association. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,provider_specified,synthetic,False,229,32,2,4
Litigation may be pursued in state or federal court as appropriate. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,186,30,0,3
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,jury_waiver,location_specified",synthetic,False,182,31,2,1
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,jury_waiver,location_specified",synthetic,False,169,29,2,1
Disputes will be resolved by a single arbitrator appointed under American Arbitration Association rules.,1,True,mandatory,provider_specified,synthetic,False,104,14,3,1
Binding arbitration will be the exclusive remedy for any conflict related to this service.,1,True,binding,binding,synthetic,False,90,14,2,0
Disputes will be resolved by a single arbitrator appointed under ICC rules.,1,True,mandatory,provider_specified,synthetic,False,75,12,2,1
ALL CLAIMS AND CONFLICTS ARISING UNDER OR RELATING TO THIS AGREEMENT ARE TO BE SETTLED BY MANDATORY ARBITRATION IN THE STATE OF DELAWARE OR ANOTHER LOCATION MUTUALLY AGREEABLE TO THE PARTIES. AN AWARD OF ARBITRATION MAY BE CONFIRMED IN A COURT OF COMPETENT JURISDICTION. THE ARBITRATION ARE TO BE CONDUCTED ON A CONFIDENTIAL BASIS PURSUANT TO THE COMMERCIAL ARBITRATION RULES OF THE AMERICAN ARBITRATION ASSOCIATION.,1,True,binding,"binding,AAA_rules,confidential,location_specified",variation,False,416,65,3,3
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of International Chamber of Commerce. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,provider_specified,synthetic,False,230,33,1,4
These Terms are governed by the laws of California and any disputes will be heard in court. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,161,27,0,2
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
You agree that any legal action may be brought in federal or state court in the state of incorporation. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,152,28,0,2
You may bring legal action in small claims court or any other court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,164,26,0,3
Litigation may be pursued in state or federal court as appropriate. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,116,20,0,3
"The Company grants you a personal, non-transferable, non-exclusive, revocable, limited license to use the Service solely for your personal, non-commercial use. You agree not to reproduce, duplicate, copy, sell, resell or exploit any portion of the Service without the express written permission of the Company.",0,False,none,"limited_license,personal_use,restrictions",original,False,310,45,0,0
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
You agree to binding arbitration for all controversys and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,jury_waiver,location_specified",synthetic,False,240,38,2,4
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of JAMS. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,194,33,2,2
All claims must be resolved through arbitration conducted by ICC in Delaware. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,149,25,2,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of American Arbitration Association. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,222,35,2,2
Disputes will be resolved by a single arbitrator appointed under American Arbitration Association rules.,1,True,mandatory,provider_specified,synthetic,False,104,14,3,1
You agree that any legal action may be brought in federal or state court in California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,136,25,0,2
Any disagreement shall be resolved exclusively in the courts of San Francisco County. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,134,22,0,2
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,193,30,0,4
Alternative dispute resolution is encouraged but not required.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,8,1,2
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
"You and the Company agree that any conflict will be resolved through individual arbitration, and you waive your right to participate in class actions.",1,True,mandatory,class_action_waiver,synthetic,False,150,24,2,0
Mediation may be used to resolve disputes before pursuing legal action.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,71,11,1,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of American Arbitration Association. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,212,32,2,2
You agree that any legal action may be brought in federal or state court in California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,136,25,0,2
Any controversy shall be resolved exclusively in the courts of California.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,74,11,0,2
You consent to the exclusive jurisdiction of the courts located in San Francisco County. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,137,23,0,3
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
You agree to binding arbitration for all legal matters and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,90,16,2,0
Any dispute shall be resolved exclusively in the courts of Delaware. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,117,20,0,3
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,110,18,2,1
You may choose arbitration or litigation to resolve any controversy.,1,True,optional,"optional_arbitration,choice_available",original,True,68,10,1,2
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Any dispute arising out of or relating to this User Agreement shall be resolved through mandatory arbitration in California. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,location_specified",synthetic,False,196,32,2,1
All claims must be resolved through arbitration conducted by JAMS in the state where the Company is headquartered. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,176,28,2,1
You agree that all conflicts will be settled by individual arbitration administered by AAA.,1,True,mandatory,provider_specified,synthetic,False,91,14,3,0
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,jury_waiver,location_specified",synthetic,False,182,31,2,1
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,110,18,2,1
All claims must be resolved through arbitration conducted by AAA in the state where the Company is headquartered. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,185,31,2,1
Any controversy arising out of or relating to this User Agreement shall be resolved through individual arbitration in California. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,201,32,2,1
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,226,38,2,0
Disputes should first be addressed through informal resolution procedures.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,74,9,0,2
You agree that all conflicts will be settled by mandatory arbitration administered by AAA. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,class_action_waiver,provider_specified,location_specified",synthetic,False,303,47,3,3
You agree that any legal action may be brought in federal or state court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,85,16,0,1
"You and the Company agree that any claim will be resolved through individual arbitration, and you waive your right to participate in class actions. Small claims court proceedings are excluded from this arbitration requirement.",1,True,mandatory,class_action_waiver,synthetic,False,226,34,2,3
You agree to binding arbitration for all legal matters and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,90,16,2,0
Disputes should first be addressed through informal resolution procedures.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,74,9,0,2
"You may terminate your account at any time by following the instructions on the Service. The Company may terminate or suspend your account and bar access to the Service immediately, without prior notice or liability, under our sole discretion, for any reason whatsoever, including without limitation if you breach the Terms.",0,False,none,"account_termination,suspension_rights,breach_consequences",original,False,324,51,0,1
You agree to binding arbitration for all disputes and waive your right to jury trial. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,jury_waiver,class_action_waiver",synthetic,False,147,25,2,1
You may bring legal action in small claims court or any other court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,164,26,0,3
All claims must be resolved through arbitration conducted by International Chamber of Commerce in California.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,109,15,1,1
Judicial proceedings are available for the resolution of any legal matter. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
"Any controversy arising out of or relating to these Terms of Service, including the breach, termination, enforcement, interpretation or validity thereof, must be determined by expedited arbitration in Delaware, before one arbitrator. The arbitration must be administered by International Chamber of Commerce pursuant to its Comprehensive Arbitration Rules and Procedures. Judgment on the Award may be entered in any court having jurisdiction. This clause shall not preclude parties from seeking provisional remedies in aid of arbitration from a court of appropriate jurisdiction.",1,True,binding,"binding,location_specified,provider_specified,comprehensive_rules",variation,False,579,82,2,7
Any legal matter shall be resolved exclusively in the courts of San Francisco County. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,155,24,0,1
You agree that any legal action may be brought in federal or state court in the state of incorporation.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,103,19,0,1
You agree that any legal action may be brought in federal or state court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,85,16,0,1
Litigation may be pursued in state or federal court as appropriate. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,137,21,0,2
Judicial proceedings are available for the resolution of any dispute.,0,False,none,no_arbitration,synthetic,False,69,10,0,3
Binding arbitration will be the exclusive remedy for any claim related to this service. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,class_action_waiver",synthetic,False,149,24,2,1
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
These Terms are governed by the laws of Delaware and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,89,17,0,2
You consent to the exclusive jurisdiction of the courts located in Delaware. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,125,21,0,3
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of JAMS.,1,True,mandatory,provider_specified,synthetic,False,122,20,2,2
All claims must be resolved through arbitration conducted by ICC in California.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,79,12,2,1
You agree that all claims will be settled by individual arbitration administered by ICC. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,160,27,3,1
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,101,16,2,1
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,101,16,2,1
You agree to binding arbitration for all controversys and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,jury_waiver,class_action_waiver,location_specified",synthetic,False,302,48,2,4
IMPORTANT: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,108,17,2,1
Any legal matter arising out of or relating to this Agreement shall be resolved through final and binding arbitration in California. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,class_action_waiver,location_specified",synthetic,False,266,44,2,0
You agree that all disputes will be settled by mandatory arbitration administered by American Arbitration Association. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,class_action_waiver,provider_specified,location_specified",synthetic,False,252,39,3,1
These Terms are governed by the laws of the state of incorporation and any disputes will be heard in court. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,156,29,0,3
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
Any claim shall be resolved exclusively in the courts of California.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,68,11,0,2
"PLEASE READ THIS SECTION CAREFULLY. IT AFFECTS YOUR LEGAL RIGHTS. by using this service you agree that all claims between you and us will be resolved by expedited arbitration. You GIVE UP YOUR RIGHT TO GO TO COURT to assert or defend your rights. You also GIVE UP YOUR RIGHT TO PARTICIPATE IN A CLASS ACTION OR OTHER CLASS PROCEEDING. Your rights will be determined by a NEUTRAL ARBITRATOR and NOT a judge or jury. You are entitled to a FAIR HEARING, but the arbitration procedures are SIMPLER AND MORE LIMITED THAN RULES APPLICABLE IN COURT.",1,True,binding,"binding,emphasized_text,jury_trial_waiver,class_action_waiver,court_waiver",variation,False,542,96,2,3
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
"This Agreement contains a mandatory individual arbitration and class action/jury trial waiver provision that requires the use of arbitration on an individual basis to resolve disputes, rather than jury trials or class actions. By accepting this Agreement, you expressly acknowledge that you have read and understand all of the terms of this Agreement and have taken time to consider the consequences of this important decision.",1,True,mandatory,"mandatory,individual_arbitration,class_waiver,jury_waiver,acknowledgment",original,False,427,65,3,1
"You and the Company agree that any dispute will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,221,37,2,1
